[ 2012-10-03T00:01:07+08:00 ] /xxx2/index.php/Room/index/ | INFO: Tag[ route_check ] --START--
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Run ParseTemplate Behavior [ RunTime:0.012594s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012679s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Run ContentReplace Behavior [ RunTime:0.000538s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Run TokenBuild Behavior [ RunTime:0.000435s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000250s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000505s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001907s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Tag[ view_end ] --START--
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000459s ]
[ 2012-10-03T00:19:05+08:00 ] /xxx2/index.php/Room/work_list/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000519s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ route_check ] --START--
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run CheckRoute Behavior [ RunTime:0.000940s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001065s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ app_begin ] --START--
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000609s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000675s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | SQL: SHOW COLUMNS FROM `think_work` [ RunTime:0.001939s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | SQL: SELECT * FROM `think_work` WHERE id=19 LIMIT 1   [ RunTime:0.000937s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_template ] --START--
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run LocationTemplate Behavior [ RunTime:0.000598s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000671s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_parse ] --START--
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | NOTIC: [8] Undefined variable: title 344d411a61dfd5f76ee5c4262d760e2c.php 第 5 行.
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | NOTIC: [8] Undefined variable: work_item 344d411a61dfd5f76ee5c4262d760e2c.php 第 64 行.
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run ParseTemplate Behavior [ RunTime:0.008203s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008278s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run ContentReplace Behavior [ RunTime:0.000399s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run TokenBuild Behavior [ RunTime:0.000433s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000249s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run ShowRuntime Behavior [ RunTime:0.000494s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001744s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_end ] --START--
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000839s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/handout/id/19 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000912s ]
[ 2012-10-03T00:19:07+08:00 ] /xxx2/index.php/Room/select?name=undefined | ERR: (ThinkException) 非法操作select
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ route_check ] --START--
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run CheckRoute Behavior [ RunTime:0.000882s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ route_check ] --END-- [ RunTime:0.000996s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ app_begin ] --START--
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000570s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000635s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.002233s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SELECT * FROM `think_login` WHERE username=1091306420 LIMIT 1   [ RunTime:0.000999s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SHOW COLUMNS FROM `think_class` [ RunTime:0.002678s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SELECT * FROM `think_class` WHERE classname='通信1091' LIMIT 1   [ RunTime:0.000417s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SHOW COLUMNS FROM `think_work` [ RunTime:0.002645s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SELECT COUNT(*) AS tp_count FROM `think_work` WHERE name='朱全银' LIMIT 1   [ RunTime:0.000346s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SELECT * FROM `think_work` WHERE name='朱全银' ORDER BY id desc LIMIT 0,8   [ RunTime:0.000342s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SHOW COLUMNS FROM `think_workroute` [ RunTime:0.002143s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | SQL: SELECT * FROM `think_workroute` WHERE username=1091306420  [ RunTime:0.000564s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_template ] --START--
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run LocationTemplate Behavior [ RunTime:0.001145s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_template ] --END-- [ RunTime:0.001235s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_parse ] --START--
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run ParseTemplate Behavior [ RunTime:0.012605s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012683s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run ContentReplace Behavior [ RunTime:0.000828s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run TokenBuild Behavior [ RunTime:0.000572s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000375s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run ShowRuntime Behavior [ RunTime:0.001212s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003189s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_end ] --START--
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Run ShowPageTrace Behavior [ RunTime:0.000742s ]
[ 2012-10-03T00:19:17+08:00 ] /xxx2/index.php/Room/work_list | INFO: Tag[ view_end ] --END-- [ RunTime:0.000824s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002052s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.008171s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) IndexAction.class.php 第 6 行.
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.092599s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.013446s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.094064s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link`  [ RunTime:0.018089s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.058733s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi`  [ RunTime:0.003095s ]
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-10-03T19:28:49+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.364376s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.364494s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.339878s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.339996s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.001007s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.001439s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000756s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000968s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004387s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 120 行.
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 121 行.
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 122 行.
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000936s ]
[ 2012-10-03T19:28:50+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001001s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --START--
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run CheckRoute Behavior [ RunTime:0.040892s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.041038s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --START--
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001019s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001104s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) IndexAction.class.php 第 66 行.
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.158888s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | SQL: SELECT * FROM `think_login` WHERE username='1091306420' and pwd='123' LIMIT 1   [ RunTime:0.008389s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | SQL: UPDATE `think_login` SET `id`='30',`username`='1091306420',`pwd`='123',`name`='邱燕',`num`=null,`clas`='通信1091',`sex`=null,`qq`=null,`mails`=null,`phone`=null,`addr`=null,`getpassword`=null,`ntime`=null,`logintimes`=16,`s_img`=null WHERE username='1091306420' [ RunTime:0.021973s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | NOTIC: [8] Use of undefined constant username - assumed 'username' IndexAction.class.php 第 80 行.
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --START--
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run LocationTemplate Behavior [ RunTime:0.031024s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.031136s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --START--
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run ParseTemplate Behavior [ RunTime:0.018677s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018779s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run ContentReplace Behavior [ RunTime:0.000564s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run TokenBuild Behavior [ RunTime:0.000694s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000618s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000818s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002960s ]
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 120 行.
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 121 行.
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\home\Lib\Action\IndexAction.class.php:1) View.class.php 第 122 行.
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Tag[ view_end ] --START--
[ 2012-10-03T19:29:02+08:00 ] /xxx2/index.php/Index/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000697s ]
